,Frame,Num_detections,Yolo_det,Sort_tracks,Sort_track_nums
185,185,1,"[[320, 289, 494, 380, 0.9998]]","[[327, 287, 487, 380, 1]]",[1]
186,186,1,"[[307, 289, 475, 373, 0.9999]]","[[313, 287, 477, 378, 1]]",[1]
187,187,1,"[[300, 287, 473, 375, 1.0]]","[[304, 286, 472, 378, 1]]",[1]
188,188,1,"[[282, 282, 469, 378, 1.0]]","[[291, 284, 466, 378, 1]]",[1]
189,189,1,"[[279, 286, 454, 377, 0.9999]]","[[280, 285, 457, 379, 1]]",[1]
190,190,1,"[[263, 287, 456, 382, 0.9979]]","[[269, 286, 452, 381, 1]]",[1]
191,191,1,"[[270, 287, 446, 391, 0.9888]]","[[265, 288, 448, 387, 1]]",[1]
192,192,1,"[[259, 287, 457, 392, 0.8076]]","[[261, 288, 450, 390, 1]]",[1]
193,193,1,"[[252, 289, 438, 389, 0.9847]]","[[252, 288, 441, 390, 1]]",[1]
194,194,1,"[[240, 290, 438, 389, 0.9987]]","[[243, 289, 436, 391, 1]]",[1]
195,195,1,"[[248, 291, 431, 389, 0.9952]]","[[241, 289, 433, 391, 1]]",[1]
196,196,1,"[[216, 292, 447, 380, 0.9981]]","[[229, 289, 434, 387, 1]]",[1]
197,197,1,"[[222, 285, 441, 385, 0.9776]]","[[224, 286, 435, 386, 1]]",[1]
198,198,1,"[[211, 291, 411, 380, 0.9543]]","[[211, 287, 420, 384, 1]]",[1]
199,199,1,"[[208, 291, 408, 389, 0.8178]]","[[204, 289, 412, 387, 1]]",[1]
200,200,1,"[[196, 294, 404, 387, 0.9317]]","[[196, 291, 405, 388, 1]]",[1]
201,201,1,"[[179, 293, 410, 387, 0.9915]]","[[186, 291, 403, 388, 1]]",[1]
202,202,1,"[[181, 294, 405, 386, 0.9554]]","[[181, 292, 401, 388, 1]]",[1]
203,203,1,"[[184, 291, 400, 390, 0.9919]]","[[179, 291, 400, 389, 1]]",[1]
204,204,1,"[[186, 290, 396, 390, 0.9944]]","[[179, 291, 398, 389, 1]]",[1]
205,205,1,"[[176, 292, 407, 390, 0.9982]]","[[176, 291, 400, 390, 1]]",[1]
206,206,1,"[[192, 292, 405, 391, 0.998]]","[[182, 291, 404, 391, 1]]",[1]
207,207,1,"[[203, 293, 401, 390, 0.9982]]","[[189, 291, 406, 391, 1]]",[1]
208,208,1,"[[207, 290, 399, 390, 0.987]]","[[194, 290, 405, 390, 1]]",[1]
209,209,1,"[[201, 289, 396, 391, 0.9931]]","[[194, 289, 402, 391, 1]]",[1]
210,210,1,"[[202, 289, 401, 382, 0.9462]]","[[196, 287, 402, 387, 1]]",[1]
211,211,1,"[[190, 287, 403, 383, 0.9852]]","[[192, 286, 401, 385, 1]]",[1]
212,212,1,"[[183, 287, 404, 382, 0.8704]]","[[186, 285, 400, 384, 1]]",[1]
213,213,1,"[[189, 285, 398, 396, 0.8423]]","[[185, 287, 399, 389, 1]]",[1]
214,214,1,"[[182, 287, 361, 384, 0.9052]]","[[175, 285, 380, 387, 1]]",[1]
215,215,1,"[[174, 276, 360, 383, 0.9991]]","[[169, 280, 370, 383, 1]]",[1]
216,216,1,"[[179, 277, 347, 387, 0.9998]]","[[167, 279, 360, 384, 1]]",[1]
217,217,1,"[[175, 274, 336, 383, 0.9993]]","[[164, 276, 349, 382, 1]]",[1]
218,218,1,"[[162, 279, 332, 378, 0.9984]]","[[158, 276, 340, 381, 1]]",[1]
219,219,1,"[[169, 274, 335, 377, 0.998]]","[[160, 273, 338, 378, 1]]",[1]
220,220,1,"[[164, 276, 335, 376, 0.9958]]","[[159, 273, 336, 377, 1]]",[1]
221,221,1,"[[169, 278, 327, 375, 0.9938]]","[[160, 274, 333, 377, 1]]",[1]
222,222,1,"[[157, 268, 307, 376, 0.9806]]","[[152, 271, 319, 375, 1]]",[1]
223,223,1,"[[161, 262, 303, 374, 0.8911]]","[[151, 266, 312, 372, 1]]",[1]
224,224,1,"[[161, 260, 299, 366, 0.9987]]","[[151, 261, 306, 368, 1]]",[1]
225,225,1,"[[163, 255, 294, 367, 0.9988]]","[[152, 257, 301, 365, 1]]",[1]
226,226,1,"[[158, 252, 295, 367, 0.9745]]","[[152, 254, 298, 364, 1]]",[1]
227,227,1,"[[154, 252, 297, 368, 0.9006]]","[[151, 253, 297, 365, 1]]",[1]
228,228,1,"[[68, 252, 308, 350, 0.433]]","[[112, 249, 285, 357, 1]]",[1]
229,229,1,"[[43, 238, 234, 332, 0.9316]]","[[68, 238, 247, 342, 1]]",[1]
230,230,1,"[[50, 236, 249, 341, 0.9814]]","[[56, 236, 241, 340, 1]]",[1]
231,231,1,"[[52, 235, 240, 346, 0.9992]]","[[50, 235, 237, 342, 1]]",[1]
232,232,1,"[[51, 240, 231, 342, 0.9956]]","[[46, 236, 231, 342, 1]]",[1]
233,233,1,"[[53, 241, 224, 345, 0.9924]]","[[44, 238, 227, 343, 1]]",[1]
234,234,1,"[[52, 236, 221, 343, 0.9971]]","[[44, 236, 223, 342, 1]]",[1]
235,235,2,"[[58, 238, 212, 341, 0.9746], [21, 181, 110, 304, 0.0981]]","[[45, 235, 218, 341, 1]]",[1]
236,236,2,"[[55, 234, 208, 339, 0.9453], [11, 202, 99, 307, 0.0553]]","[[12, 199, 97, 309, 2], [45, 233, 213, 339, 1]]","[2, 1]"
237,237,1,"[[59, 238, 198, 336, 0.8327]]","[[6, 214, 85, 315, 2], [46, 234, 206, 338, 1]]","[2, 1]"
238,238,1,"[[27, 198, 102, 311, 0.9599]]","[[24, 201, 102, 308, 2], [40, 232, 201, 336, 1]]","[2, 1]"
239,239,1,"[[27, 190, 102, 318, 0.9638]]","[[26, 197, 104, 311, 2]]",[2]
240,240,2,"[[22, 193, 103, 315, 0.9113], [54, 234, 223, 366, 0.1023]]","[[24, 195, 103, 312, 2], [50, 239, 216, 354, 1]]","[2, 1]"
241,241,1,"[[8, 179, 105, 304, 0.8324]]","[[15, 183, 102, 306, 2], [46, 238, 213, 354, 1]]","[2, 1]"
242,242,1,"[[9, 178, 105, 307, 0.4278]]","[[12, 179, 103, 306, 2]]",[2]
243,243,1,"[[8, 176, 104, 308, 0.232]]","[[9, 176, 103, 306, 2]]",[2]
244,244,1,"[[6, 183, 105, 327, 0.7592]]","[[7, 181, 104, 318, 2]]",[2]
245,245,1,"[[8, 182, 100, 299, 0.7738]]","[[6, 178, 102, 309, 2]]",[2]
246,246,1,"[[5, 176, 96, 308, 0.9938]]","[[4, 176, 99, 308, 2]]",[2]
247,247,1,"[[5, 169, 93, 312, 0.9993]]","[[2, 172, 96, 308, 2]]",[2]
248,248,1,"[[6, 170, 101, 309, 0.9932]]","[[4, 170, 99, 308, 2]]",[2]
249,249,1,"[[4, 165, 99, 307, 0.9873]]","[[3, 166, 99, 306, 2]]",[2]
250,250,1,"[[3, 167, 101, 310, 0.999]]","[[3, 166, 100, 308, 2]]",[2]
251,251,1,"[[3, 168, 107, 307, 0.9979]]","[[3, 165, 103, 308, 2]]",[2]
252,252,1,"[[7, 170, 102, 299, 0.9961]]","[[4, 165, 103, 304, 2]]",[2]
253,253,1,"[[7, 168, 104, 302, 0.9916]]","[[5, 165, 104, 303, 2]]",[2]
254,254,1,"[[7, 171, 105, 300, 0.9706]]","[[6, 166, 105, 302, 2]]",[2]
255,255,1,"[[8, 170, 104, 300, 0.9615]]","[[6, 167, 105, 302, 2]]",[2]
256,256,1,"[[8, 169, 103, 302, 0.9519]]","[[6, 167, 104, 302, 2]]",[2]
257,257,2,"[[8, 158, 103, 296, 0.9692], [465, 242, 510, 289, 0.1193]]","[[6, 161, 104, 297, 2]]",[2]
258,258,2,"[[8, 169, 100, 301, 0.9596], [427, 250, 506, 316, 0.1396]]","[[430, 249, 503, 316, 3], [6, 164, 102, 300, 2]]","[3, 2]"
259,259,2,"[[8, 170, 99, 301, 0.9657], [418, 259, 502, 317, 0.4395]]","[[418, 255, 499, 321, 3], [6, 166, 101, 301, 2]]","[3, 2]"
260,260,2,"[[427, 246, 501, 327, 0.991], [4, 170, 102, 299, 0.9194]]","[[420, 250, 503, 325, 3], [5, 167, 101, 300, 2]]","[3, 2]"
261,261,2,"[[3, 170, 103, 301, 0.9785], [424, 229, 505, 340, 0.7158]]","[[417, 240, 508, 331, 3], [4, 168, 101, 301, 2]]","[3, 2]"
262,262,2,"[[0, 165, 108, 310, 0.9564], [415, 228, 506, 341, 0.4598]]","[[411, 233, 509, 336, 3], [3, 167, 104, 305, 2]]","[3, 2]"
263,263,2,"[[0, 165, 109, 309, 0.9852], [390, 248, 503, 334, 0.6453]]","[[397, 239, 502, 339, 3], [2, 166, 106, 306, 2]]","[3, 2]"
264,264,2,"[[0, 165, 107, 309, 0.9784], [382, 246, 502, 337, 0.1382]]","[[386, 240, 500, 341, 3], [1, 165, 106, 307, 2]]","[3, 2]"
265,265,2,"[[1, 166, 102, 308, 0.9987], [381, 242, 504, 334, 0.5144]]","[[381, 239, 501, 340, 3], [0, 165, 104, 308, 2]]","[3, 2]"
266,266,2,"[[1, 167, 103, 307, 0.999], [366, 251, 493, 336, 0.961]]","[[369, 243, 494, 341, 3], [0, 165, 104, 308, 2]]","[3, 2]"
267,267,2,"[[0, 171, 102, 299, 0.9995], [364, 265, 478, 352, 0.9551]]","[[361, 255, 484, 351, 3], [0, 166, 103, 304, 2]]","[3, 2]"
268,268,2,"[[0, 172, 103, 299, 0.9993], [351, 263, 495, 342, 0.9969]]","[[355, 257, 487, 350, 3], [0, 167, 103, 303, 2]]","[3, 2]"
269,269,2,"[[0, 173, 101, 300, 0.9997], [348, 263, 492, 346, 0.9995]]","[[349, 259, 487, 350, 3], [-1, 169, 102, 302, 2]]","[3, 2]"
270,270,2,"[[1, 171, 102, 304, 0.9987], [344, 264, 493, 345, 0.9981]]","[[345, 260, 488, 350, 3], [0, 170, 102, 303, 2]]","[3, 2]"
271,271,2,"[[1, 168, 105, 306, 0.9977], [343, 267, 480, 350, 0.9976]]","[[340, 263, 483, 352, 3], [0, 169, 104, 304, 2]]","[3, 2]"
272,272,2,"[[0, 170, 104, 302, 0.9973], [329, 267, 482, 350, 0.9897]]","[[331, 264, 480, 353, 3], [0, 168, 104, 303, 2]]","[3, 2]"
273,273,2,"[[0, 168, 105, 302, 0.9975], [303, 266, 480, 352, 0.9969]]","[[315, 264, 474, 354, 3], [0, 167, 104, 302, 2]]","[3, 2]"
274,274,2,"[[287, 273, 483, 352, 0.9996], [0, 169, 105, 303, 0.9958]]","[[300, 268, 472, 355, 3], [0, 168, 104, 303, 2]]","[3, 2]"
275,275,2,"[[286, 268, 480, 358, 0.9999], [0, 169, 102, 302, 0.9963]]","[[291, 268, 473, 358, 3], [0, 168, 103, 302, 2]]","[3, 2]"
276,276,2,"[[285, 273, 480, 368, 0.9992], [1, 169, 103, 305, 0.9972]]","[[286, 272, 474, 365, 3], [0, 168, 103, 304, 2]]","[3, 2]"
277,277,2,"[[276, 278, 473, 371, 0.9999], [1, 151, 104, 304, 0.9996]]","[[278, 276, 471, 370, 3], [0, 160, 104, 300, 2]]","[3, 2]"
278,278,2,"[[263, 274, 465, 369, 0.9998], [0, 154, 104, 300, 0.9996]]","[[266, 275, 465, 370, 3], [0, 156, 104, 299, 2]]","[3, 2]"
279,279,2,"[[0, 154, 103, 299, 0.9997], [257, 277, 446, 364, 0.9995]]","[[255, 274, 453, 369, 3], [0, 155, 103, 298, 2]]","[3, 2]"
280,280,2,"[[260, 273, 440, 363, 0.9999], [0, 153, 110, 299, 0.999]]","[[251, 272, 447, 367, 3], [0, 153, 106, 298, 2]]","[3, 2]"
281,281,2,"[[243, 267, 447, 375, 1.0], [0, 152, 111, 300, 0.9974]]","[[244, 271, 444, 370, 3], [1, 152, 108, 298, 2]]","[3, 2]"
282,282,2,"[[246, 260, 442, 376, 1.0], [0, 156, 108, 298, 0.9994]]","[[240, 267, 443, 372, 3], [0, 153, 108, 298, 2]]","[3, 2]"
283,283,2,"[[0, 154, 108, 300, 0.9994], [245, 260, 428, 376, 0.9991]]","[[236, 264, 436, 373, 3], [0, 153, 108, 299, 2]]","[3, 2]"
284,284,2,"[[0, 158, 109, 296, 0.9993], [245, 248, 424, 373, 0.9383]]","[[234, 256, 431, 370, 3], [0, 154, 108, 298, 2]]","[3, 2]"
285,285,2,"[[1, 158, 109, 296, 0.999], [224, 228, 387, 359, 0.9975]]","[[218, 241, 408, 360, 3], [0, 155, 109, 298, 2]]","[3, 2]"
286,286,2,"[[2, 156, 107, 298, 0.9994], [223, 210, 381, 348, 0.976]]","[[211, 224, 395, 348, 3], [0, 155, 108, 298, 2]]","[3, 2]"
287,287,2,"[[0, 175, 105, 294, 0.9995], [219, 155, 371, 367, 0.9782]]","[[204, 197, 386, 340, 3], [0, 163, 107, 299, 2]]","[3, 2]"
288,288,2,"[[4, 155, 105, 299, 0.9997], [224, 154, 366, 360, 0.9973]]","[[205, 181, 380, 338, 3], [1, 159, 107, 297, 2]]","[3, 2]"
289,289,2,"[[4, 174, 102, 299, 0.999], [229, 152, 361, 343, 0.9965]]","[[209, 167, 374, 333, 3], [1, 166, 105, 301, 2]]","[3, 2]"
290,290,2,"[[3, 175, 102, 297, 0.9994], [229, 118, 342, 363, 0.9963]]","[[208, 151, 362, 332, 3], [1, 169, 104, 301, 2]]","[3, 2]"
291,291,2,"[[236, 118, 337, 356, 0.9991], [4, 170, 104, 305, 0.994]]","[[213, 140, 355, 333, 3], [2, 170, 104, 303, 2]]","[3, 2]"
292,292,2,"[[2, 170, 106, 306, 0.9964], [229, 117, 337, 347, 0.9928]]","[[214, 131, 348, 333, 3], [2, 170, 105, 304, 2]]","[3, 2]"
293,293,2,"[[2, 173, 107, 301, 0.9937], [223, 107, 343, 333, 0.6498]]","[[214, 117, 346, 327, 3], [2, 171, 106, 303, 2]]","[3, 2]"
294,294,2,"[[1, 169, 106, 301, 0.9961], [212, 93, 327, 269, 0.6314]]","[[207, 92, 335, 294, 3], [1, 169, 105, 302, 2]]","[3, 2]"
295,295,2,"[[0, 165, 106, 305, 0.9979], [219, 104, 326, 248, 0.6446]]","[[208, 86, 332, 272, 3], [0, 168, 105, 302, 2]]","[3, 2]"
296,296,2,"[[206, 106, 335, 241, 0.9906], [0, 154, 115, 300, 0.9891]]","[[204, 87, 332, 258, 3], [2, 160, 110, 299, 2]]","[3, 2]"
297,297,2,"[[0, 152, 113, 302, 0.9886], [216, 107, 329, 248, 0.9534]]","[[207, 91, 331, 255, 3], [1, 157, 111, 298, 2]]","[3, 2]"
298,298,2,"[[2, 162, 108, 311, 0.9905], [213, 131, 350, 251, 0.647]]","[[210, 107, 340, 257, 3], [1, 161, 110, 305, 2]]","[3, 2]"
299,299,2,"[[2, 162, 106, 311, 0.9832], [221, 75, 324, 246, 0.5879]]","[[210, 88, 334, 244, 3], [0, 162, 108, 308, 2]]","[3, 2]"
300,300,2,"[[0, 151, 112, 303, 0.99], [217, 77, 327, 245, 0.869]]","[[210, 80, 331, 240, 3], [0, 156, 110, 303, 2]]","[3, 2]"
301,301,2,"[[0, 151, 114, 302, 0.9842], [214, 86, 327, 242, 0.9475]]","[[210, 80, 329, 240, 3], [1, 153, 111, 302, 2]]","[3, 2]"
302,302,2,"[[0, 148, 116, 305, 0.984], [200, 93, 328, 242, 0.7695]]","[[203, 84, 326, 241, 3], [1, 150, 113, 302, 2]]","[3, 2]"
303,303,2,"[[2, 148, 111, 306, 0.9796], [192, 94, 325, 242, 0.9779]]","[[196, 86, 322, 242, 3], [1, 149, 112, 303, 2]]","[3, 2]"
304,304,2,"[[7, 166, 104, 308, 0.967], [183, 88, 321, 240, 0.9298]]","[[188, 84, 318, 240, 3], [2, 157, 110, 308, 2]]","[3, 2]"
305,305,2,"[[6, 151, 103, 300, 0.999], [168, 86, 322, 243, 0.9933]]","[[178, 83, 315, 240, 3], [2, 152, 107, 303, 2]]","[3, 2]"
306,306,2,"[[5, 145, 103, 306, 0.9959], [162, 101, 323, 245, 0.9807]]","[[170, 90, 315, 244, 3], [2, 149, 106, 303, 2]]","[3, 2]"
307,307,2,"[[166, 97, 319, 252, 0.9859], [4, 142, 104, 304, 0.9835]]","[[167, 93, 315, 248, 3], [2, 146, 105, 301, 2]]","[3, 2]"
308,308,2,"[[166, 92, 321, 252, 0.9942], [10, 132, 95, 291, 0.986]]","[[166, 92, 316, 249, 3], [4, 137, 102, 294, 2]]","[3, 2]"
309,309,2,"[[8, 144, 94, 276, 0.9995], [132, 131, 358, 229, 0.9918]]","[[154, 109, 330, 242, 3], [4, 136, 99, 286, 2]]","[3, 2]"
310,310,2,"[[9, 131, 95, 284, 0.9994], [131, 131, 361, 230, 0.9931]]","[[146, 117, 340, 239, 3], [5, 132, 98, 283, 2]]","[3, 2]"
311,311,2,"[[140, 136, 342, 241, 0.9964], [11, 126, 93, 289, 0.9954]]","[[142, 125, 339, 243, 3], [6, 130, 96, 284, 2]]","[3, 2]"
312,312,2,"[[16, 120, 84, 268, 0.9959], [134, 126, 329, 249, 0.9955]]","[[135, 126, 332, 245, 3], [8, 121, 92, 274, 2]]","[3, 2]"
313,313,2,"[[16, 125, 89, 267, 0.9992], [120, 134, 334, 241, 0.9992]]","[[126, 128, 330, 245, 3], [11, 120, 92, 270, 2]]","[3, 2]"
314,314,2,"[[109, 136, 339, 237, 0.9999], [13, 125, 91, 270, 0.9952]]","[[118, 130, 330, 242, 3], [11, 121, 91, 270, 2]]","[3, 2]"
315,315,2,"[[111, 133, 340, 231, 0.9999], [14, 128, 91, 267, 0.9984]]","[[115, 129, 332, 237, 3], [12, 123, 91, 269, 2]]","[3, 2]"
316,316,2,"[[120, 127, 334, 232, 1.0], [14, 125, 93, 270, 0.9892]]","[[115, 126, 333, 234, 3], [13, 123, 92, 269, 2]]","[3, 2]"
317,317,2,"[[126, 124, 325, 237, 1.0], [14, 128, 87, 264, 0.9909]]","[[117, 125, 331, 235, 3], [12, 124, 90, 267, 2]]","[3, 2]"
318,318,2,"[[127, 123, 328, 239, 1.0], [12, 129, 84, 261, 0.9972]]","[[119, 124, 331, 236, 3], [11, 124, 87, 264, 2]]","[3, 2]"
319,319,2,"[[132, 117, 312, 242, 1.0], [13, 132, 84, 257, 0.9975]]","[[120, 121, 324, 237, 3], [11, 126, 85, 261, 2]]","[3, 2]"
320,320,2,"[[135, 118, 302, 242, 1.0], [14, 133, 92, 285, 0.9956]]","[[121, 120, 316, 238, 3], [13, 133, 89, 273, 2]]","[3, 2]"
321,321,2,"[[134, 114, 287, 242, 0.9999], [15, 129, 93, 284, 0.9929]]","[[120, 118, 304, 238, 3], [14, 133, 91, 277, 2]]","[3, 2]"
322,322,2,"[[145, 104, 280, 250, 0.9993], [13, 133, 92, 285, 0.9978]]","[[125, 114, 297, 240, 3], [14, 134, 91, 280, 2]]","[3, 2]"
323,323,2,"[[157, 102, 290, 251, 0.9983], [14, 131, 90, 263, 0.9977]]","[[137, 110, 299, 242, 3], [13, 129, 90, 271, 2]]","[3, 2]"
324,324,2,"[[15, 131, 85, 262, 0.9951], [159, 100, 300, 262, 0.8436]]","[[146, 109, 304, 248, 3], [13, 128, 88, 267, 2]]","[3, 2]"
325,325,2,"[[12, 126, 90, 262, 0.9994], [177, 119, 277, 275, 0.9936]]","[[154, 119, 297, 261, 3], [12, 125, 88, 264, 2]]","[3, 2]"
326,326,2,"[[11, 118, 87, 243, 0.9979], [179, 117, 277, 275, 0.9541]]","[[161, 121, 292, 267, 3], [11, 117, 87, 252, 2]]","[3, 2]"
327,327,2,"[[14, 115, 84, 268, 0.944], [180, 108, 316, 294, 0.8818]]","[[173, 120, 307, 277, 3], [11, 119, 86, 258, 2]]","[3, 2]"
328,328,2,"[[188, 102, 300, 312, 0.9922], [12, 121, 99, 303, 0.9687]]","[[178, 120, 307, 288, 3], [13, 127, 92, 278, 2]]","[3, 2]"
329,329,2,"[[184, 126, 308, 331, 0.9994], [9, 128, 100, 296, 0.994]]","[[180, 131, 309, 309, 3], [13, 130, 95, 287, 2]]","[3, 2]"
330,330,2,"[[179, 126, 303, 339, 0.9993], [9, 132, 97, 290, 0.9903]]","[[178, 135, 307, 323, 3], [11, 132, 95, 288, 2]]","[3, 2]"
331,331,2,"[[190, 165, 331, 347, 0.9792], [8, 129, 95, 281, 0.9573]]","[[188, 154, 320, 341, 3], [9, 129, 94, 284, 2]]","[3, 2]"
332,332,2,"[[193, 180, 320, 366, 0.9981], [14, 96, 82, 203, 0.7284]]","[[190, 172, 322, 359, 3], [8, 98, 90, 240, 2]]","[3, 2]"
333,333,2,"[[187, 195, 333, 366, 0.998], [11, 94, 87, 230, 0.996]]","[[191, 186, 327, 369, 3], [9, 93, 88, 233, 2]]","[3, 2]"
